tmin	tier	text	tmax
134.986667	silences	sounding	137.082667
137.082667	silences	silent	143.426667
143.426667	silences	sounding	144.530667
144.530667	silences	silent	157.090667
157.090667	silences	sounding	158.946667
158.946667	silences	silent	159.482667
159.482667	silences	sounding	159.914667
159.914667	silences	silent	160.146667
160.146667	silences	sounding	161.490667
161.490667	silences	silent	161.810667
161.810667	silences	sounding	161.970667
161.970667	silences	silent	167.418667
167.418667	silences	sounding	167.786667
167.786667	silences	silent	173.642667
173.642667	silences	sounding	174.666667
174.666667	silences	silent	176.210667
176.210667	silences	sounding	178.818667
178.818667	silences	silent	189.090667
189.090667	silences	sounding	189.282667
189.282667	silences	silent	190.394667
190.394667	silences	sounding	190.914667
190.914667	silences	silent	191.458667
191.458667	silences	sounding	193.482667
193.482667	silences	silent	198.986667
198.986667	silences	sounding	199.146667
199.146667	silences	silent	199.418667
199.418667	silences	sounding	199.666667
199.666667	silences	silent	200.714667
200.714667	silences	sounding	201.938667
201.938667	silences	silent	203.066667
203.066667	silences	sounding	204.106667
204.106667	silences	silent	207.834667
207.834667	silences	sounding	211.370667
211.370667	silences	silent	211.594667
211.594667	silences	sounding	211.882667
211.882667	silences	silent	225.554667
225.554667	silences	sounding	225.762667
225.762667	silences	silent	228.930667
228.930667	silences	sounding	231.218667
231.218667	silences	silent	231.418667
231.418667	silences	sounding	231.834667
231.834667	silences	silent	232.066667
232.066667	silences	sounding	232.178667
232.178667	silences	silent	239.138667
239.138667	silences	sounding	240.218667
240.218667	silences	silent	240.418667
240.418667	silences	sounding	241.642667
241.642667	silences	silent	244.554667
244.554667	silences	sounding	245.698667
245.698667	silences	silent	247.298667
247.298667	silences	sounding	249.722667
249.722667	silences	silent	253.498667
253.498667	silences	sounding	254.050667
254.050667	silences	silent	255.154667
255.154667	silences	sounding	255.530667
255.530667	silences	silent	256.834667
256.834667	silences	sounding	257.722667
257.722667	silences	silent	258.050667
258.050667	silences	sounding	258.274667
258.274667	silences	silent	258.570667
258.570667	silences	sounding	258.698667
258.698667	silences	silent	264.562667
264.562667	silences	sounding	264.722667
264.722667	silences	silent	265.066667
265.066667	silences	sounding	265.346667
265.346667	silences	silent	265.730667
265.730667	silences	sounding	265.906667
265.906667	silences	silent	269.018667
269.018667	silences	sounding	269.234667
269.234667	silences	silent	270.338667
270.338667	silences	sounding	272.522667
272.522667	silences	silent	274.562667
274.562667	silences	sounding	274.762667
274.762667	silences	silent	286.746667
286.746667	silences	sounding	287.082667
287.082667	silences	silent	287.450667
287.450667	silences	sounding	287.706667
287.706667	silences	silent	290.210667
290.210667	silences	sounding	290.770667
290.770667	silences	silent	293.026667
293.026667	silences	sounding	293.490667
293.490667	silences	silent	293.970667
293.970667	silences	sounding	294.138667
294.138667	silences	silent	296.642667
296.642667	silences	sounding	298.146667
298.146667	silences	silent	298.498667
298.498667	silences	sounding	301.154667
301.154667	silences	silent	301.498667
301.498667	silences	sounding	301.650667
301.650667	silences	silent	304.170667
304.170667	silences	sounding	304.290667
304.290667	silences	silent	324.842667
324.842667	silences	sounding	325.114667
325.114667	silences	silent	325.602667
325.602667	silences	sounding	326.410667
326.410667	silences	silent	326.618667
326.618667	silences	sounding	327.874667
327.874667	silences	silent	328.138667
328.138667	silences	sounding	328.330667
328.330667	silences	silent	328.586667
328.586667	silences	sounding	328.698667
328.698667	silences	silent	328.914667
328.914667	silences	sounding	329.602667
329.602667	silences	silent	335.850667
335.850667	silences	sounding	336.018667
336.018667	silences	silent	340.690667
340.690667	silences	sounding	341.170667
341.170667	silences	silent	345.002667
345.002667	silences	sounding	345.306667
345.306667	silences	silent	346.162667
346.162667	silences	sounding	347.258667
347.258667	silences	silent	347.506667
347.506667	silences	sounding	350.754667
350.754667	silences	silent	353.802667
353.802667	silences	sounding	354.346667
354.346667	silences	silent	361.850667
361.850667	silences	sounding	362.234667
362.234667	silences	silent	363.050667
363.050667	silences	sounding	364.002667
364.002667	silences	silent	364.794667
364.794667	silences	sounding	365.058667
365.058667	silences	silent	371.938667
371.938667	silences	sounding	372.738667
372.738667	silences	silent	373.194667
373.194667	silences	sounding	374.154667
374.154667	silences	silent	374.394667
374.394667	silences	sounding	377.146667
377.146667	silences	silent	379.202667
379.202667	silences	sounding	379.506667
379.506667	silences	silent	381.954667
381.954667	silences	sounding	382.562667
382.562667	silences	silent	382.818667
382.818667	silences	sounding	384.018667
384.018667	silences	silent	386.162667
386.162667	silences	sounding	386.338667
386.338667	silences	silent	388.322667
388.322667	silences	sounding	389.034667
389.034667	silences	silent	393.186667
393.186667	silences	sounding	393.714667
393.714667	silences	silent	403.794667
403.794667	silences	sounding	405.362667
405.362667	silences	silent	406.274667
406.274667	silences	sounding	407.506667
407.506667	silences	silent	407.874667
407.874667	silences	sounding	408.418667
408.418667	silences	silent	414.490667
414.490667	silences	sounding	415.010667
415.010667	silences	silent	415.434667
415.434667	silences	sounding	416.386667
416.386667	silences	silent	417.570667
417.570667	silences	sounding	417.722667
417.722667	silences	silent	422.418667
422.418667	silences	sounding	423.618667
423.618667	silences	silent	424.250667
424.250667	silences	sounding	424.546667
424.546667	silences	silent	424.898667
424.898667	silences	sounding	425.378667
425.378667	silences	silent	435.733333
